location	product_ean	code	store_name
America/Mexico_City	5297334127700	MX	Zacoalco de Torres
America/Mexico_City	0908272966577	MX	Contla
Asia/Yekaterinburg	2053290843954	RU	Tavda
Asia/Kolkata	1557943778064	IN	Manjeri
Asia/Kolkata	0411572999829	IN	Udumalaippettai
Europe/Malta	0357558132173	MT	Valletta
America/New_York	8839743307662	US	Taunton
America/Maceio	3413265721318	BR	Barra dos Coqueiros
Europe/Rome	3529396526668	IT	Falconara Marittima
America/New_York	9439708972455	US	Lebanon
America/Boise	3965860011207	US	Nampa
Asia/Tokyo	8591236557489	JP	Suzaka
America/New_York	8330703639460	US	Brighton Beach
Europe/Rome	9089003564284	IT	San Giuliano Milanese
Europe/Berlin	1986834772360	DE	Friedberg
Europe/Berlin	3075441085654	DE	Schleswig
Africa/Libreville	4032320425702	GA	Franceville
Asia/Kolkata	4655386759231	IN	Haldwani
Africa/Dar_es_Salaam	2510419687849	TZ	Nyangao
Europe/Moscow	3254898233843	RU	Yeysk
America/Sao_Paulo	4974181203887	BR	Miracema
Asia/Karachi	0380547698367	PK	Sillanwali
Africa/Accra	9400151219794	GH	Mampong
America/New_York	6944461992198	US	Keene
America/Los_Angeles	0798781086060	US	Laguna Niguel
Europe/Berlin	0341936937092	DE	Gauting
Asia/Kolkata	4669228816921	IN	Deoli
America/Mexico_City	0231677291891	MX	Paracho de Verduzco
America/New_York	8436513428802	US	Far Rockaway
Asia/Tehran	0354408964434	IR	Shahre Jadide Andisheh
Europe/Moscow	3560234372856	RU	Roslavl’
Asia/Krasnoyarsk	1729287236726	RU	Sharypovo
Africa/Djibouti	4450110884490	DJ	'Ali Sabieh
America/Indiana/Indianapolis	8801720081216	US	Greenfield
Europe/London	5227472478952	GB	Walton-on-the-Naze
Asia/Jerusalem	7883794556679	IL	Rahat
Europe/Volgograd	4820171707258	RU	Mikhaylovka
Europe/Berlin	4874058023900	DE	Losheim
Asia/Tokyo	5051438949862	JP	Kamakura
America/Los_Angeles	9121251287604	US	Glendale
Asia/Bangkok	7707456146360	TH	Yasothon
Africa/Lagos	5518930786765	NG	Nkpor
America/Los_Angeles	2604921840745	US	Keizer
Asia/Kolkata	3295118812608	IN	Meerut
America/Indiana/Indianapolis	7653436150523	US	Granger
Africa/Libreville	1237056351797	GA	Franceville
Europe/Moscow	3116923413111	RU	Bogoroditsk
America/Vancouver	8743360193976	CA	Kelowna
Asia/Manila	8671490744112	PH	Manaoag
Asia/Makassar	1361915974114	ID	Tarakan
Europe/Stockholm	2905252649565	SE	Boo
Europe/Warsaw	5328293707020	PL	Ustka
America/Caracas	6662673223243	VE	La Victoria
Europe/London	3596851395756	GB	Mexborough
Europe/Paris	5054533519336	FR	Bron
Asia/Yekaterinburg	1706966771754	RU	Kachkanar
Asia/Dhaka	8132926955958	BD	Manikchari
Europe/London	2649543651720	GB	Cowes
Africa/Tunis	1431954436253	TN	Beni Khiar
America/Denver	7802069485285	US	Aurora
Africa/Tunis	2749104452428	TN	El Alia
America/Argentina/Tucuman	5406953772394	AR	Aguilares
Africa/Algiers	5365781990274	DZ	Bordj Zemoura
America/Sao_Paulo	8306365310443	BR	Itabirito
Europe/Vienna	5237854464282	AT	Sankt Peter
Asia/Kolkata	5137740718812	IN	Gorakhpur
Pacific/Honolulu	8265328973234	US	Kahului
Europe/Berlin	1914733479431	DE	Reutlingen
Asia/Seoul	4412680203729	KR	Hongseong
Europe/Minsk	4768511967491	BY	Dobrush
Asia/Aden	6624675145626	YE	Ataq
America/Maceio	4382361760257	BR	Barra dos Coqueiros
Europe/Paris	8171423557111	FR	Bron
America/Glace_Bay	5872900605709	CA	Sydney
Asia/Shanghai	6503591923320	CN	Foshan
Europe/Paris	8903917956502	FR	Saint-Omer
Europe/Berlin	1012990151234	DE	Dahlem
Asia/Kolkata	2384138065543	IN	Hungund
Europe/London	1407328225365	GB	Lancing
Africa/Algiers	9475752692512	DZ	Beni Douala
Africa/Tripoli	5866919073390	LY	Ghat
Europe/Paris	6015694723788	FR	Gonesse
America/Chicago	5856286497561	US	Crystal Lake
Europe/Moscow	7175464593610	RU	Tyoply Stan
America/Los_Angeles	9491437181157	US	Indio
Asia/Ulaanbaatar	6777638068989	MN	Ulan Bator
Africa/Mogadishu	3487893037332	SO	Kismayo
America/Sao_Paulo	5186694926125	BR	Curitiba
America/Lima	6892162442361	PE	Minas de Marcona
Asia/Kolkata	6115441624464	IN	Betamcherla
Africa/Cairo	3412242273710	EG	Alexandria
Asia/Yekaterinburg	8295060556686	RU	Lesnoy
Europe/Paris	8405627679301	FR	Quimper
America/Santiago	6712853876568	CL	La Ligua
America/New_York	3130762117108	US	Mechanicsville
America/Mexico_City	3175299283704	MX	Contla
America/Chicago	9838535057159	US	West Des Moines
Africa/Accra	1209128795754	GH	Tarkwa
Asia/Kolkata	7505250671091	IN	Parola
America/Sao_Paulo	8478932695991	BR	Marau
Europe/Berlin	5077060084795	DE	Nidderau
Europe/Kiev	4697021041479	UA	Kherson
Asia/Karachi	4251629362598	PK	Sangla Hill
Europe/London	2204201583821	GB	Clacton-on-Sea
Africa/Algiers	7934554870785	DZ	Boumerdas
Africa/Abidjan	2805419859458	CI	Bonoua
Europe/Madrid	7901386862493	ES	Segundo Ensanche
Asia/Kolkata	1481967468383	IN	Manjeri
Europe/Podgorica	8638358518407	ME	Budva
Europe/Berlin	6757769763755	DE	Trossingen
Europe/Rome	5954480264955	IT	Cordenons
America/Mexico_City	9814100682988	MX	Santa Rosa Jauregui
America/Sao_Paulo	8501063486708	BR	Buri
America/New_York	8207982405898	US	Clermont
Africa/Nairobi	5784146462469	KE	Busia
Europe/Rome	7111947248677	IT	Campobasso
Europe/Minsk	8987603936306	BY	Vitebsk
Asia/Shanghai	2576867208456	CN	Boli
Europe/Amsterdam	9077768264358	NL	Tongelre
Asia/Shanghai	7000341687499	CN	Haicheng
Africa/Casablanca	5340055640192	MA	Jerada
Europe/Vilnius	5063401117789	LT	Alytus
Europe/Berlin	7239875633447	DE	Marburg an der Lahn
Africa/Mogadishu	8585810472510	SO	Kismayo
Africa/Lagos	8267690286707	NG	Kafanchan
Europe/Paris	7181335820310	FR	Mitry-Mory
Asia/Manila	2723039732909	PH	Santa Catalina
Asia/Shanghai	1068821219857	CN	Liaoyang
Europe/Paris	5442865522016	FR	Herblay
Asia/Yekaterinburg	9429622189558	RU	Ishim
Europe/Istanbul	2269081272968	TR	Bergama
Europe/London	5675057863189	GB	Poulton-le-Fylde
Asia/Bangkok	1385291424070	TH	Roi Et
America/Bogota	1849506602740	CO	Andes
Europe/Rome	5346862302209	IT	Sassari
Asia/Kolkata	7168788367920	IN	Madhipura
America/New_York	4266157366895	US	Cypress Hills
America/New_York	9313543115935	US	Punta Gorda Isles
Europe/Moscow	4979230733261	RU	Kashira
Asia/Shanghai	9159533937640	CN	Licheng
Europe/London	5485175135866	GB	Poulton-le-Fylde
Europe/Moscow	4668737194728	RU	Krymsk
Africa/Bamako	8911486774830	ML	Kati
Europe/Skopje	0703516029946	MK	Saraj
Europe/Madrid	9971228720210	ES	San Juan de Aznalfarache
America/Santarem	3815686695177	BR	Altamira
Europe/Moscow	9992669093602	RU	Alatyr’
America/Port_of_Spain	2616150230150	TT	Port of Spain
Asia/Manila	8507871987826	PH	Baliuag
Europe/Moscow	4484972577221	RU	Buynaksk
Europe/Belgrade	6020890801413	RS	Sremska Mitrovica
America/Puerto_Rico	5119171937017	PR	Aguadilla
Europe/London	6243625831305	GB	Blackpool
Europe/Madrid	2947189462381	ES	Palafrugell
Australia/Sydney	9880713077633	AU	Nowra
America/New_York	5793455601070	US	Woodbridge
Europe/Istanbul	6840084181981	TR	Sungurlu
Asia/Kolkata	5276939004005	IN	Davangere
Europe/Moscow	0840089935790	RU	Nizhniy Lomov
America/New_York	8808138300168	US	Utica
America/Chicago	5854469122842	US	Greenville
America/Los_Angeles	0362408453810	US	Bryn Mawr-Skyway
Asia/Karachi	1996908189376	PK	Hasilpur
America/Bogota	1024568121235	CO	Honda
Europe/Berlin	7950284517394	DE	Schleswig
Asia/Manila	6130991558069	PH	Maasin
America/Sao_Paulo	4304544215156	BR	Caldas Novas
America/Port_of_Spain	1306293947251	TT	Port of Spain
America/New_York	3220642058826	US	Bridgeport
Asia/Kolkata	2595693636394	IN	Deoli
America/Los_Angeles	7107182833808	US	Porterville
America/Chicago	6458769629064	US	Kaukauna
Africa/Lagos	2092096505543	NG	Olupona
America/New_York	2706775554875	US	Brighton Beach
Europe/Amsterdam	2319212792060	NL	Tongelre
Asia/Jakarta	0438826496392	ID	Randudongkal
America/New_York	4262936379216	US	Sun City Center
Europe/Paris	0520764090999	FR	Bobigny
America/Santiago	7598906870719	CL	Chiguayante
Asia/Shanghai	2925096884373	CN	Meizhou
Asia/Karachi	4692320814038	PK	Qadirpur Ran
Asia/Shanghai	4216121757969	CN	Xiangtan
America/Port-au-Prince	0887953350884	HT	Croix-des-Bouquets
America/New_York	7393513912827	US	Woodlawn
Asia/Jerusalem	0169763479130	IL	Ganei Tikva
Africa/Algiers	7056217613468	DZ	Frenda
America/Chicago	0953993660990	US	Muskogee
Europe/Berlin	2948046790692	DE	Oschatz
Africa/Tripoli	1215863280165	LY	Ajdabiya
America/Santarem	6165909048295	BR	Altamira
Africa/Lagos	7673704201740	NG	Kafanchan
America/Sao_Paulo	8770417740944	BR	Marau
America/Guayaquil	4374145158886	EC	Cuenca
Asia/Seoul	4090746410924	KR	Goyang-si
Africa/Lubumbashi	4513932593022	CD	Beni
Asia/Karachi	2773888707634	PK	Alipur
Asia/Tbilisi	3688822367913	GE	Kobuleti
Asia/Shanghai	5350307381896	CN	Shuangcheng
America/Los_Angeles	7674316082307	US	South Whittier
Europe/London	5348821185434	GB	East Dereham
Asia/Dili	7938092975650	TL	Maliana
Asia/Barnaul	2898219133231	RU	Novosilikatnyy
Australia/Sydney	2102227786694	AU	Baulkham Hills
Europe/Paris	1138528959438	FR	Lons-le-Saunier
America/Sao_Paulo	0817427036402	BR	Marau
Africa/Douala	9961617983982	CM	Mbalmayo
Europe/Moscow	2414573836467	RU	Nizhniy Lomov
Asia/Jakarta	0496215365537	ID	Labuhan Deli
Asia/Dhaka	4275896330593	BD	Kushtia
Asia/Karachi	3659521745975	PK	Sangla Hill
Europe/Bratislava	3899538880652	SK	Skalica
America/Chicago	9957498335774	US	Abilene
America/Recife	4937297498615	BR	Cabo
America/Mexico_City	8254761731525	MX	Casa Blanca
Africa/Nairobi	0717187735662	KE	Nyahururu
Africa/Cairo	8693251402819	EG	Alexandria
America/New_York	1874387902412	US	Fort Washington
Asia/Kolkata	2788703443826	IN	Alwaye
Asia/Jerusalem	9580742176344	IL	Ramla
Asia/Kolkata	1723222016725	IN	Saharsa
America/Sao_Paulo	5361930136371	BR	Artur Nogueira
Europe/Madrid	0463000069772	ES	Talavera de la Reina
Europe/London	4549211315481	GB	Kingston upon Hull
America/New_York	2009397638092	US	Middle River
Asia/Kuala_Lumpur	9427532194969	MY	Ulu Tiram
Europe/Moscow	1974064547735	RU	Yeysk
America/Puerto_Rico	7169318517495	PR	Aguadilla
Europe/Moscow	6028358183132	RU	Buynaksk
Asia/Shanghai	2167138709071	CN	Dongfeng
Asia/Vladivostok	5564428582029	RU	Lesozavodsk
Asia/Kolkata	4648241461172	IN	Hungund
Asia/Kolkata	9045658386800	IN	Sathyamangalam
Asia/Jakarta	6778178187185	ID	Kudus
America/New_York	4491881424133	US	Dublin
America/New_York	8622965128067	US	Newburgh
Asia/Manila	2637204087582	PH	Naga
Asia/Bangkok	0893599414552	TH	Kantharalak
America/Chicago	7002895718131	US	Coralville
Asia/Tokyo	3997855878038	JP	Shinshiro
Europe/Berlin	5465034844276	DE	Bad Segeberg
America/Sao_Paulo	5633973876225	BR	Guapimirim
Asia/Kolkata	2849951798813	IN	Malaut
Asia/Manila	5370352880021	PH	Talisay
Asia/Jakarta	6633499942915	ID	Pameungpeuk
Europe/Minsk	5905226263619	BY	Novogrudok
Europe/Moscow	7835832278104	RU	Severodvinsk
Africa/Dar_es_Salaam	0091776159238	TZ	Mwandiga
Europe/Moscow	2301289025752	RU	Petrozavodsk
Pacific/Efate	6832030271570	VU	Port-Vila
Europe/Paris	7448163109551	FR	Vienne
America/Chicago	2108888925373	US	Westchester
America/Chicago	1339906724147	US	Evergreen Park
Europe/Paris	9580695818582	FR	Dax
America/New_York	4047386222578	US	Woodlawn
America/Puerto_Rico	2916578402512	PR	Yauco
America/Menominee	9943331850450	US	Iron River
Africa/Abidjan	9005986904763	CI	Bonoua
Asia/Kolkata	9091766425207	IN	Leteri
America/Chicago	6551663510749	US	Shreveport
Asia/Kolkata	3048154951615	IN	Moga
America/New_York	8756471429421	US	Sterling
America/Los_Angeles	5147881961787	US	Indio
Europe/Madrid	7379076459467	ES	Las Gabias
Europe/Madrid	1199335259685	ES	Las Gabias
America/Chicago	0874684271403	US	Columbia Heights
America/Bogota	6879603128336	CO	Socorro
Europe/Amsterdam	2740906673073	NL	Oldenzaal
Europe/Moscow	8781573399914	RU	Shushary
America/New_York	0334969351799	US	Sterling
Europe/Amsterdam	7511416881655	NL	Zeist
Asia/Kolkata	4521318989703	IN	Aklera
Asia/Yekaterinburg	4648682541778	RU	Kachkanar
Europe/Samara	6110154043977	RU	Otradnyy
Europe/Madrid	9685445754476	ES	San Fernando de Henares
Australia/Sydney	6970067584123	AU	Strathfield
Africa/Lubumbashi	6652473835913	CD	Yangambi
Europe/Amsterdam	7676425764563	NL	Losser
Europe/Moscow	7421020885225	RU	Tyoply Stan
Europe/Madrid	0750015055945	ES	Caravaca
Africa/Abidjan	8709378689535	CI	Lakota
Asia/Tehran	1854680879963	IR	Shahre Jadide Andisheh
Asia/Kolkata	0666454869305	IN	Sirsi
Indian/Reunion	3843125504506	RE	Saint-Denis
America/Santo_Domingo	4369133949270	DO	Santa Cruz de Barahona
America/Argentina/Buenos_Aires	5052651170446	AR	Pontevedra
America/Panama	1751154045582	PA	Chilibre
Asia/Kuching	0577220836073	MY	Donggongon
Europe/Rome	2930032557822	IT	Falconara Marittima
America/Chicago	0898115957940	US	Lower West Side
America/New_York	3794069173740	US	Woodlawn
Asia/Shanghai	0957620208401	CN	Dongdu
Europe/Moscow	0949200765848	RU	Solntsevo
America/Chicago	3477422194438	US	West Des Moines
Europe/London	9650288598006	GB	Inverness
Australia/Perth	7896813833729	AU	Perth
America/Denver	7129362990682	US	Saratoga Springs
Europe/Vilnius	0592138048936	LT	Ukmerge
Asia/Karachi	2230789328899	PK	Sillanwali
Europe/Paris	9727152466836	FR	Bron
Europe/Moscow	9563707259795	RU	Yeysk
Europe/Kiev	1217655668571	UA	Lutsk
America/New_York	3897240745054	US	Taunton
America/Mexico_City	5496267753684	MX	Oaxaca
Europe/London	3436272530506	GB	Belper
America/Sao_Paulo	8070615422025	BR	Guapimirim
Africa/Lubumbashi	2296972701726	CD	Yangambi
Europe/Malta	3029600353856	MT	Valletta
America/Los_Angeles	0518144567155	US	Norco
America/New_York	3013843688028	US	Keene
Europe/London	3556559820325	GB	Walton-on-the-Naze
Europe/Kiev	9282218325798	UA	Shepetivka
Asia/Hebron	6938100578683	PS	East Jerusalem
Africa/Dar_es_Salaam	3564077325727	TZ	Usagara
Europe/Madrid	4522412609467	ES	San Juan de Aznalfarache
America/Chicago	7140939179989	US	Vestavia Hills
Asia/Kolkata	6926737979553	IN	Betamcherla
America/New_York	4701168537549	US	Middletown
Asia/Shanghai	9536382815570	CN	Changzhi
America/Argentina/Buenos_Aires	8498015574050	AR	Chacabuco
America/Chicago	5310535242680	US	Kaukauna
Asia/Bangkok	1855694434322	TH	Nakhon Pathom
Asia/Kolkata	5237120785073	IN	Patti
Australia/Sydney	5806716298091	AU	Eastwood
Asia/Hong_Kong	4763267069604	HK	Tsuen Wan
Asia/Jakarta	6083797719472	ID	Jambi City
Asia/Kolkata	9623438374881	IN	Bhuban
Pacific/Auckland	4767212766945	NZ	Timaru
Asia/Makassar	6846212921047	ID	Balikpapan
Europe/Copenhagen	6552698934968	DK	Frederiksberg
Europe/London	7313313742660	GB	Kingston upon Hull
America/Havana	7831555085234	CU	Jaruco
Africa/Johannesburg	0352346660883	ZA	Vryheid
Europe/Dublin	5782357872466	IE	Athlone
America/Sao_Paulo	9759256575787	BR	Miracema
Europe/Amsterdam	2159156696020	NL	Hardenberg
America/Bogota	4226913624348	CO	Villa del Rosario
America/Costa_Rica	0062333770357	CR	San Rafael
Asia/Karachi	1903804788855	PK	Naushahra Virkan
America/Phoenix	4710961701774	US	Scottsdale
America/Chicago	4873663285321	US	Muskogee
Europe/London	1547407570907	GB	Lower Earley
America/Los_Angeles	6919110692491	US	Glendale
Pacific/Honolulu	8330112809829	US	Kahului
America/New_York	6086682370468	US	Morningside Heights
Africa/Lagos	6702937242747	NG	Argungu
America/Chicago	2220383961691	US	Fairview Heights
Africa/Djibouti	9668617042526	DJ	'Ali Sabieh
Asia/Kolkata	6830340544902	IN	Elamanchili
Europe/Moscow	9553279895866	RU	Novopavlovsk
Asia/Bangkok	5555882074656	TH	Bang Ban
America/New_York	0438163161274	US	Venice
America/New_York	9509218158714	US	Norwalk
Asia/Irkutsk	6452303060122	RU	Ulan-Ude
Asia/Kolkata	8541088923482	IN	Jais
Europe/Sofia	5665315096244	BG	Smolyan
Europe/Berlin	7451290922139	DE	Bad Segeberg
Africa/Casablanca	5636122989197	MA	Azrou
Asia/Yangon	1852351801244	MM	Kyaikto
Europe/Moscow	1998812659587	RU	Nizhniy Lomov
America/New_York	6358807419667	US	Bridgeport
Asia/Karachi	5958307317671	PK	Daud Khel
Europe/Rome	1854524309960	IT	Portogruaro
Europe/Istanbul	5238366068357	TR	Sungurlu
Asia/Tehran	5595189161659	IR	Aleshtar
America/Mexico_City	3768867053276	MX	Oaxaca
Europe/Minsk	8234705338980	BY	Dobrush
Australia/Melbourne	0300123692893	AU	Frankston South
Europe/Paris	5022994664520	FR	Bron
America/Vancouver	3829611598310	CA	Vernon
Africa/Lubumbashi	4314671008781	CD	Yangambi
Asia/Tokyo	5684058738570	JP	Toba
America/Denver	5960548536377	US	Aurora
Asia/Shanghai	7734838623911	CN	Pingyi
Europe/London	5178389863273	GB	Leyland
Asia/Seoul	8603814706773	KR	Goyang-si
Asia/Yerevan	1100123788843	AM	Hrazdan
Europe/Rome	8602694122062	IT	Tortona
Europe/Berlin	7725237884744	DE	Zeitz
Asia/Tokyo	4338341997779	JP	Kamakura
Europe/London	5470384919307	GB	Lymington
Asia/Karachi	2468991751109	PK	Tharu Shah
Asia/Kolkata	1382773849116	IN	Alwaye
Asia/Manila	5777166993891	PH	Cebu City
Europe/Belgrade	4920963456477	RS	Negotin
America/Chicago	1802399639125	US	Coralville
America/Mazatlan	0785225963049	MX	Acaponeta
Asia/Bangkok	8910728967931	TH	Nakhon Pathom
Asia/Kolkata	5329656727235	IN	Osmanabad
Europe/Berlin	8830016938965	DE	Zeitz
Asia/Jakarta	4640230588525	ID	Tebingtinggi
Africa/Douala	3699473269426	CM	Mbalmayo
Europe/Vienna	8463881275974	AT	Sankt Peter
Europe/Helsinki	6089953666246	FI	Kallio
Asia/Kolkata	0921944023521	IN	Rafiganj
America/New_York	9319956757953	US	Boston
Asia/Almaty	0973608264993	KZ	Zaysan
Africa/Lagos	2027306619451	NG	Nkpor
Asia/Tehran	6869338102671	IR	Isfahan
Asia/Tokyo	1595516181910	JP	Okegawa
Asia/Barnaul	7616094697496	RU	Novosilikatnyy
Asia/Ho_Chi_Minh	0294010592642	VN	Sa Dec
Asia/Shanghai	9325140678331	CN	Xinzhou
America/New_York	3561284865626	US	Gates-North Gates
America/Matamoros	4595834794097	MX	Heroica Matamoros
Asia/Novokuznetsk	0667141079762	RU	Yashkino
Europe/Istanbul	7108821289161	TR	Sungurlu
Asia/Yekaterinburg	6507324743933	RU	Kuvandyk
Asia/Tokyo	1331535636587	JP	Fujioka
America/New_York	0455012045950	US	Taunton
Europe/Berlin	1182266434870	DE	Schleswig
Africa/Algiers	4290910265729	DZ	Thenia
America/New_York	1294494972427	US	Greenpoint
America/Argentina/Ushuaia	8235235348906	AR	Ushuaia
Europe/Moscow	8643156290837	RU	Gudermes
America/Bahia	3656460151560	BR	Muritiba
Asia/Shanghai	6118588694642	CN	Jingzhou
Europe/London	5100639345499	GB	Barnet
America/New_York	9168067971358	US	Front Royal
Europe/Bratislava	4271120284748	SK	Hlohovec
Europe/London	1877030013602	GB	Chapletown
Australia/Perth	6682699422208	AU	Perth
Africa/Kampala	8923129514246	UG	Kitgum
Europe/Berlin	6462160644380	DE	Burscheid
Asia/Karachi	3529668279636	PK	Larkana
Europe/Lisbon	5428364922434	PT	Carnaxide
America/Los_Angeles	1906184279258	US	Palm Desert
America/Santiago	3030334522463	CL	Ovalle
America/Los_Angeles	9261669778001	US	Indio
Europe/Rome	5305441286460	IT	Perugia
America/Los_Angeles	7757412439166	US	Mira Mesa
Asia/Yekaterinburg	4950542592487	RU	Ishim
Africa/Casablanca	5957069007493	MA	Oulmes
Asia/Colombo	6908041683739	LK	Dehiwala-Mount Lavinia
America/Los_Angeles	9461253299978	US	Troutdale
Europe/Berlin	1726724310049	DE	Wesseling
America/Mazatlan	8487066035672	MX	Acaponeta
America/Argentina/Buenos_Aires	8239813256959	AR	Barracas
Asia/Tashkent	6153182463317	UZ	Parkent
America/Chicago	3880281619330	US	Rolla
Africa/Bangui	5539704536317	CF	Carnot
Europe/London	0391834170589	GB	Chapletown
Africa/Porto-Novo	0985683339787	BJ	Tchaourou
Europe/Paris	9428075313824	FR	Niort
Asia/Urumqi	6923143370158	CN	Hoxtolgay
Asia/Bangkok	9315626133140	TH	Bua Yai
America/Los_Angeles	6664480044752	US	Watsonville
America/New_York	8654484343836	US	Bon Air
America/New_York	6549334181046	US	Gainesville
America/Los_Angeles	8961749201481	US	Norco
America/Martinique	4039191852897	MQ	Le Robert
Europe/Madrid	1370875807141	ES	Baza
America/Santiago	1579683731093	CL	La Ligua
Asia/Kolkata	6656606086661	IN	Davangere
Asia/Manila	7830631339612	PH	Talisay
Asia/Tehran	1000575810362	IR	Darreh Shahr
America/New_York	8412968157191	US	Greenpoint
Australia/Melbourne	2416814434104	AU	Wheelers Hill
Europe/Moscow	9476650337543	RU	Solntsevo
America/New_York	2801228831340	US	Kensington
Europe/Amsterdam	9401305032948	NL	Hoogezand
Europe/Brussels	6411995598269	BE	Beveren
Europe/Paris	3908251985107	FR	Bar-le-Duc
Europe/Vienna	4740551441902	AT	Floridsdorf
America/New_York	7734389709829	US	Scotch Plains
Asia/Kolkata	3820762032579	IN	Kheda
America/Belem	1544579132377	BR	Soure
Africa/Dar_es_Salaam	2856811051674	TZ	Kidodi
America/Sao_Paulo	3720547584913	BR	Itaperuna
Africa/Cairo	7550194871694	EG	Juhaynah
Asia/Vladivostok	6324170126983	RU	Lesozavodsk
America/Glace_Bay	1648149431164	CA	Sydney
Europe/Berlin	4094750901010	DE	Burscheid
Asia/Jakarta	0240012139590	ID	Diwek
Atlantic/Canary	4302387709672	ES	Maspalomas
America/Chicago	8014407295046	US	Odessa
America/Sao_Paulo	6085250548452	BR	Itabirito
Africa/Douala	6135008331727	CM	Tonga
Europe/Dublin	1934580802701	IE	An Muileann gCearr
Europe/Rome	8085390598834	IT	Lanciano
America/New_York	2258215492549	US	Toledo
Africa/Dar_es_Salaam	6272812717009	TZ	Mvomero
Asia/Shanghai	2773095810844	CN	Liaoyang
Europe/Sarajevo	5541502449577	BA	Bijeljina
America/Fortaleza	6212857411142	BR	Guaraciaba do Norte
Africa/Nairobi	5508438366293	KE	Busia
Europe/Berlin	2943048996905	DE	Aschaffenburg
America/New_York	0163618655182	US	Lebanon
Europe/Berlin	1149500116244	DE	Friedberg
America/New_York	8101185485650	US	Greenpoint
Europe/Moscow	0545966657153	RU	Malakhovka
Africa/Freetown	3885292656282	SL	Freetown
Africa/Windhoek	2271757102288	NA	Okahandja
America/New_York	3832020973944	US	Punta Gorda Isles
America/Montevideo	2299526558180	UY	Durazno
Australia/Brisbane	6983235016654	AU	Carindale
Asia/Kuala_Lumpur	5501111614223	MY	Kampung Ayer Molek
America/Bahia	8440549628778	BR	Canavieiras
Indian/Reunion	9389105060555	RE	Saint-Denis
America/New_York	4795246205994	US	Jersey City
America/New_York	6861226381649	US	Sterling
Africa/Algiers	5584879653468	DZ	Bordj Zemoura
America/Boise	3435087963301	US	Nampa
Asia/Shanghai	8853580789481	CN	Licheng
Asia/Tokyo	9321359692663	JP	Shimotoda
Africa/Johannesburg	3202550494439	ZA	Standerton
America/Sao_Paulo	2905611904083	BR	Viradouro
Asia/Makassar	0907750027786	ID	Tarakan
Europe/Madrid	3319995542134	ES	Jumilla
Africa/Windhoek	4759473959846	NA	Okahandja
Asia/Jakarta	4360780141949	ID	Cibinong
Europe/Berlin	4278764560894	DE	Gauting
Asia/Vladivostok	6777011327788	RU	Nikolayevsk-on-Amure
Europe/Berlin	5185390266375	DE	Schwalmtal
Asia/Samarkand	3575911776995	UZ	Jizzax
Asia/Kolkata	0540473091728	IN	Elamanchili
Asia/Bangkok	3782540847600	TH	Nakhon Si Thammarat
America/Los_Angeles	4390134987305	US	Riverbank
Asia/Manila	0070042975543	PH	Baliuag
Asia/Karachi	2407012988650	PK	Daud Khel
Europe/London	9791095977926	GB	Hartley
Europe/Berlin	1720083830309	DE	Dahlem
Asia/Seoul	9178502603294	KR	Goyang-si
America/New_York	6747502603615	US	Far Rockaway
America/New_York	2488769328999	US	West Chester
Asia/Shanghai	2547163588238	CN	Shuangcheng
Europe/Istanbul	0209760372253	TR	Silvan
Europe/Berlin	3367918737396	DE	Trossingen
Asia/Aden	3930749611618	YE	Ataq
America/Los_Angeles	0378789613408	US	Claremont
Asia/Kolkata	0537271003879	IN	Sheoganj
America/Fortaleza	2313442835566	BR	Pedro II
Europe/London	5777422028213	GB	Inverness
Asia/Jakarta	7727585382989	ID	Ngemplak
America/New_York	5428762230025	US	Lexington
Asia/Karachi	0868994778110	PK	Jhol
America/New_York	7576265406800	US	Greenpoint
Europe/Rome	6121997975998	IT	Bisceglie
Africa/Bamako	4489695849655	ML	Kati
Africa/Mogadishu	7346728901599	SO	Baki
Europe/Paris	0420469115280	FR	Niort
Asia/Almaty	1966831686341	KZ	Zaysan
Asia/Yakutsk	7564611686501	RU	Aykhal
Europe/Brussels	7340032860801	BE	Beveren
Europe/Moscow	4616600900556	RU	Krymsk
America/Chicago	2418861050511	US	Westchester
Asia/Shanghai	3616638287385	CN	Danjiangkou
Europe/Rome	4895995523643	IT	Cordenons
Asia/Hong_Kong	6491874895313	HK	Tsuen Wan
Europe/Moscow	3361103524136	RU	Solntsevo
Asia/Kolkata	1290094280900	IN	Sathyamangalam
Africa/Mogadishu	6903739475245	SO	Kismayo
America/Sao_Paulo	4887521557727	BR	Palmeira
Europe/Brussels	9806575384597	BE	Lille
Africa/Algiers	4042021009873	DZ	Cheraga
Europe/Madrid	5523924034937	ES	Amposta
Europe/Brussels	2424147872968	BE	Lille
America/Los_Angeles	4016664643985	US	Aloha
America/Chicago	8679664041968	US	Rosemount
America/Sao_Paulo	9624461662891	BR	Itaperuna
Asia/Manila	0892148758888	PH	La Trinidad
America/Chicago	7318923532168	US	Bourbonnais
Europe/Berlin	0783292161962	DE	Losheim
Australia/Perth	3424037753062	AU	Willetton
Europe/Paris	2360537931146	FR	Dax
Asia/Jakarta	5212778248804	ID	Sukabumi
Europe/Berlin	2777687416490	DE	Eppingen
Africa/Lubumbashi	8744149587917	CD	Yangambi
Asia/Colombo	4311981763317	LK	Dehiwala-Mount Lavinia
Asia/Kolkata	5282717289564	IN	Parola
Europe/Moscow	0440004878869	RU	Kireyevsk
